UnitID,Institution Name,NCAA/NAIA conference number football (IC2011_RV),State abbreviation (HD2011),FIPS state code (HD2011),Sector of institution (HD2011),Percent of undergraduate students awarded Pell grants (SFA1112_RV),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  US total),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Alabama),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Alaska),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Arizona),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Arkansas),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  California),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Colorado),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Connecticut),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Delaware),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  District of Columbia),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Florida),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Georgia),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Hawaii),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Idaho),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Illinois),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Indiana),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Iowa),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Kansas),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Kentucky),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Louisiana),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Maine),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Maryland),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Massachusetts),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Michigan),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Minnesota),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Mississippi),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Missouri),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Montana),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Nebraska),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Nevada),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  New Hampshire),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  New Jersey),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  New Mexico),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  New York),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  North Carolina),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  North Dakota),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Ohio),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Oklahoma),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Oregon),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Pennsylvania),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Rhode Island),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  South Carolina),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  South Dakota),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Tennessee),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Texas),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Utah),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Vermont),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Virginia),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Washington),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  West Virginia),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Wisconsin),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  Wyoming),First-time degree/certificate-seeking undergraduate students (EF2011C_RV  State unknown),On campus  other expenses 2011-12 (IC2011_AY_RV),Off campus (not with family)  other expenses 2011-12 (IC2011_AY_RV),Off campus (with family)  other expenses 2011-12 (IC2011_AY_RV),On campus  other expenses 2011-12 (IC2011_PY_RV),Off campus (not with family)  other expenses 2011-12 (IC2011_PY_RV),Off campus (with family)  other expenses 2011-12 (IC2011_PY_RV),Grand total (EF2011B_RV  Undergraduate  Age 25 and over total),
216038,Slippery Rock University of Pennsylvania,158,PA,42,1,33,1532,,,2,,3,2,2,2,1,1,,,,1,,,,,,,14,3,,,,,,,,1,18,,30,,,107,,,1330,2,,,,,,1,8,1,2,,,1,2319,,,,,,655,
219347,South Dakota School of Mines and Technology,141,SD,46,1,26,416,,1,3,,7,27,1,,,,1,,2,8,1,5,3,,,,2,,1,47,,2,10,23,,,,1,2,,13,1,1,1,3,,,214,,7,1,,,4,,8,16,,3950,4150,4150,,,,362,
207847,Southeastern Oklahoma State University,367,OK,40,1,50,615,,,2,1,4,1,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,450,,,,,,,152,,,,2,,,,,2824,,,,,,1117,
107983,Southern Arkansas University Main Campus,367,AR,5,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4332,5756,4908,,,,572,
130493,Southern Connecticut State University,153,CT,9,1,35,1332,,,1,1,1,2,1234,1,,,3,,,,,1,,,,2,3,8,,1,,,,,,4,15,,30,2,,1,,,4,4,,,1,3,,1,2,2,,2,,3,578,1702,1312,,,,1387,
228246,Southern Methodist University,111,TX,48,2,18,1317,10,1,18,11,185,28,27,1,2,63,22,2,4,38,6,7,17,3,32,,7,12,5,8,1,35,,1,5,1,15,3,13,13,,7,19,9,10,,6,,22,595,5,,22,12,,8,,6,2600,,2600,,,,285,
206862,Southern Nazarene University,355,OK,40,2,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,2000,,,,634,
179326,Southwest Baptist University,141,MO,29,2,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,2000,,,,759,
175078,Southwest Minnesota State University,155,MN,27,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2938,2938,2938,,,,494,
207865,Southwestern Oklahoma State University,367,OK,40,1,42,989,1,,1,1,,3,,,,,,,1,,,1,2,,4,,1,,,,,1,,1,1,,,1,2,,,,892,,1,,,5,,70,,,,,,,,,5796,5796,4941,,,,917,
243744,Stanford University,127,CA,6,2,18,1512,3,7,30,3,669,35,22,3,8,45,26,23,3,36,13,10,5,6,4,2,35,25,14,26,3,10,6,3,8,3,27,18,47,17,2,13,5,31,26,2,3,4,12,98,8,2,24,66,1,17,3,,2400,,,,,,105,
167996,Stonehill College,153,MA,25,2,13,562,,1,2,,11,,61,,,,,,,2,,,1,1,,19,2,328,,2,,,,,,17,26,,39,,,1,,,5,27,,,1,3,,11,1,1,,,,,822,1044,3922,,,,18,
216339,Temple University,119,PA,42,1,34,4176,,,1,,11,,57,27,23,10,2,,,3,1,,,1,,3,116,48,2,2,,,,,,11,375,,141,7,,7,,3,3266,5,4,,4,2,,4,33,3,,1,,3,4438,4438,2265,,,,3776,
228723,Texas A & M University-College Station,108,TX,48,1,22,8193,3,2,9,6,48,17,4,,,15,4,,2,14,5,,8,2,27,,6,4,4,5,1,8,3,4,2,1,8,7,1,3,1,6,13,1,7,,2,,7,7904,1,1,12,6,,8,1,,2762,2762,2762,,,,1106,
224554,Texas A & M University-Commerce,147,TX,48,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3412,5337,5337,,,,2502,
228705,Texas A & M University-Kingsville,147,TX,48,1,56,1217,,,,,1,1,,,,1,,1,,1,,,,,3,,,,,,,,,,,,,1,2,1,,,,,1,,,,,1186,,,1,,,,,17,4538,4994,4314,,,,2725,
228875,Texas Christian University,203,TX,48,2,15,1797,4,,39,14,200,57,12,1,1,9,19,8,3,57,13,7,61,9,31,,4,6,6,8,6,50,,18,6,2,5,9,6,6,2,9,28,18,5,2,2,,33,986,2,1,9,15,1,7,,,2160,,,,,,429,
228459,Texas State University,132,TX,48,1,37,4568,1,,3,,5,8,,3,,2,,,1,3,1,1,,,1,,1,,,1,,2,,,,1,1,2,2,3,1,2,4,1,2,,2,,1,4412,1,,5,,,,,95,3650,3440,3120,,,,4981,
229115,Texas Tech University,108,TX,48,1,30,4417,,,6,2,33,21,1,,1,3,3,3,,4,1,1,5,2,1,1,2,3,1,2,,4,2,,4,1,1,92,3,3,,5,7,1,8,3,,,2,4171,,,5,4,,1,1,3,3890,3246,3246,,,,2227,
100751,The University of Alabama,130,AL,1,1,22,5597,2825,1,6,5,103,31,38,12,3,317,447,3,3,97,33,5,8,64,85,1,101,35,30,7,65,38,,2,3,10,52,8,58,122,,85,5,5,50,2,71,1,275,326,2,3,128,2,3,13,2,6,3458,3458,3458,,,,2176,
202763,The University of Findlay,144,OH,39,2,20,595,1,,1,,2,,3,2,,3,,,1,12,26,1,,2,,2,6,1,43,1,,,,,,1,5,,9,1,,440,,,26,,1,,,1,,,2,1,,1,,,1050,1075,1000,,,,380,
221759,The University of Tennessee-Knoxville,130,TN,47,1,31,4120,7,,2,1,17,3,7,6,1,21,58,,,30,4,2,3,14,4,,27,4,12,,4,4,,1,1,1,16,,10,32,,27,2,,9,,14,,3711,15,,,38,2,6,4,,,5247,,,,,,1899,
228769,The University of Texas at Arlington,-2,TX,48,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4094,4094,4094,,,,9207,
228778,The University of Texas at Austin,108,TX,48,1,28,6851,5,,16,4,110,22,8,,3,17,23,,1,67,1,8,13,4,19,,27,10,3,2,3,8,,2,6,3,30,17,34,8,,5,12,3,13,2,2,,17,6253,1,,14,6,1,5,1,42,3624,3624,3624,,,,2190,
228796,The University of Texas at El Paso,111,TX,48,1,63,2775,,,5,3,9,3,,,,5,2,1,,5,,,,,,,,,1,,1,,,,1,1,,17,2,,,1,1,,,,,1,1,2712,,,1,1,,1,,,3694,3694,3694,,,,5231,
229027,The University of Texas at San Antonio,114,TX,48,1,46,4851,,,8,2,12,6,3,,,12,1,3,1,1,3,,1,2,1,,1,,1,2,,1,,2,,1,2,,,3,,3,1,3,2,1,1,,4,4750,1,,7,6,,3,,,2660,4460,3420,,,,5222,
229018,The University of Texas Permian Basin,-2,TX,48,1,41,346,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,4,1,,,,1,,,,,,,334,2,,,,,,,,2606,3563,3421,,,,930,
233897,The University of Virginia's College at Wise,318,VA,51,1,41,352,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,1,,1,1,,,,,1,,9,,,,333,,,,,1,2161,2779,2734,,,,574,
138354,The University of West Florida,-2,FL,12,1,38,1405,29,,2,1,,1,3,,,1282,7,,1,3,3,,3,,2,,6,2,2,2,1,3,,,,,3,1,1,4,,4,1,,6,,2,,,4,,1,5,2,,1,,17,3400,4100,3800,,,,2923,
206048,Tiffin University,144,OH,39,2,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,,,,,,2806,
102368,Troy University,134,AL,1,1,48,2462,1701,1,3,1,7,4,,,1,194,409,1,,2,,,2,1,6,,2,,1,,13,3,,,,,,,2,28,,5,1,1,2,,17,,9,16,,,13,8,2,1,,5,3474,5222,5222,,,,12199,
178615,Truman State University,148,MO,29,1,20,1338,,1,1,1,2,10,,,,2,3,,1,103,4,47,34,1,,1,1,,,2,,1101,,11,1,,,1,,,,,1,,,,,1,,3,1,,,,,4,,,4000,,,,,,71,
160755,Tulane University of Louisiana,111,LA,22,2,17,1604,16,1,15,2,114,16,49,,6,61,57,1,2,87,3,4,6,7,221,3,81,105,18,13,12,18,2,5,1,9,110,10,212,14,,42,6,14,75,6,7,1,34,75,3,3,29,16,1,11,,,1000,,,,,,1301,
221953,Tusculum University,160,TN,47,2,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3360,3360,3360,,,,911,
102377,Tuskegee University,161,AL,1,2,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4703,,,,,,175,
128328,United States Air Force Academy,203,CO,8,1,,1052,9,2,25,6,99,73,4,2,,52,45,9,8,40,14,12,12,11,10,5,24,15,22,29,7,18,8,8,13,5,14,13,36,29,4,38,17,12,37,6,13,6,14,115,13,4,34,29,5,12,4,10,0,,,,,,25,
196088,University at Buffalo,119,NY,36,1,30,2873,1,,,,7,1,6,3,,7,4,,1,2,2,1,1,1,,,8,5,5,2,,,,,,2,39,,2725,5,,11,1,,20,1,,,3,5,,,2,,,,,2,1937,3085,3085,,,,1577,
200800,University of Akron Main Campus,119,OH,39,1,43,4600,,,1,,5,2,,1,11,1,3,,,11,3,,,,,1,5,,13,,,1,,1,4,,7,,12,3,1,4387,,,109,,,,,3,,2,6,1,,3,,3,2520,3152,3066,,,,5118,
100663,University of Alabama at Birmingham,111,AL,1,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4175,4175,4175,,,,2904,
104179,University of Arizona,127,AZ,4,1,34,7093,1,8,4430,1,1250,88,26,4,21,22,10,6,12,134,15,23,9,1,3,9,40,47,17,38,1,26,1,10,60,7,74,34,98,11,1,39,9,56,55,2,4,3,9,150,8,2,27,90,1,22,3,75,3540,6920,4160,,,,2819,
106397,University of Arkansas,130,AR,5,1,25,4392,4,,5,2423,12,15,3,,,11,8,1,,17,1,2,175,4,33,,2,,1,1,8,345,,3,5,1,3,1,5,7,,5,186,,2,1,2,1,84,1002,,1,7,1,,4,,,3746,3746,3746,,,,2238,
106245,University of Arkansas at Little Rock,-2,AR,5,1,42,894,1,1,1,850,8,,,,,1,2,,,2,,,,,4,,,,,,2,,,,,,,,1,,,1,3,,,,,,3,13,,,,1,,,,,3766,4690,4690,,,,4434,
106485,University of Arkansas at Monticello,367,AR,5,1,58,821,1,,,725,,,,,,2,,,,4,,,,,45,,,,,,7,1,,,,,,,,,,,3,,,,,,5,28,,,,,,,,,4010,5190,5190,,,,1017,
110635,University of California-Berkeley,127,CA,6,1,33,3719,1,1,36,3,2916,27,23,2,,35,18,9,6,38,9,4,6,4,4,1,28,28,7,18,1,5,2,6,36,4,65,,44,8,1,8,6,32,26,6,5,1,4,82,6,2,23,103,1,13,,5,3324,3943,9456,,,,1674,
110662,University of California-Los Angeles,127,CA,6,1,36,5223,2,,21,1,4874,12,12,1,3,16,11,8,1,16,5,,1,2,1,,14,23,1,9,,4,,,15,3,20,1,34,5,,2,4,8,9,1,,,5,35,2,,11,22,,6,,2,3382,4252,9055,,,,1539,
132903,University of Central Florida,111,FL,12,1,36,6106,2,,1,1,5,9,4,6,,5701,30,,1,36,2,3,4,2,2,2,16,7,10,4,2,7,,1,,7,31,1,48,14,,26,1,1,39,2,7,,13,9,,,20,6,2,4,,17,4076,4076,4076,,,,9934,
176965,University of Central Missouri,148,MO,29,1,37,1647,1,,,3,4,3,,,,1,3,,,15,3,3,57,,,,,,,1,,1520,,3,,1,3,1,,1,,3,1,,1,,,,1,6,,,2,3,,1,,6,2800,,,,,,1568,
206941,University of Central Oklahoma,322,OK,40,1,35,2093,,,1,3,5,3,,,,3,,,,3,,3,2,,1,,2,1,1,1,,1,,1,1,,1,,1,1,,1,2013,,,,,,1,38,,1,1,2,,1,,,3800,5594,5300,,,,4284,
237312,University of Charleston,163,WV,54,2,38,230,3,,,,3,,,1,,16,6,,,1,5,,1,2,,,11,,1,,,1,,,2,,5,,4,6,,25,1,,5,,1,,3,,,1,4,,122,,,,750,2200,2500,,,,110,
201885,University of Cincinnati-Main Campus,104,OH,39,1,27,4207,2,1,4,1,17,6,5,,2,12,12,,,25,109,,2,142,1,,14,6,14,2,1,2,,,1,2,11,,23,7,,3692,,4,42,1,3,,7,10,1,1,12,2,2,6,,,5090,5090,5090,,,,4079,
126614,University of Colorado Boulder,127,CO,8,1,18,5550,2,11,37,4,737,3206,53,3,4,64,28,24,18,192,7,9,19,10,11,6,60,110,24,51,1,22,6,3,36,11,92,16,98,24,3,26,11,17,76,5,9,5,22,186,9,10,38,88,6,38,2,,4814,,,,,,1842,
134130,University of Florida,130,FL,12,1,32,6057,2,,3,1,12,8,5,3,,5732,39,2,1,15,4,1,,3,1,1,28,7,3,,,4,,,1,1,18,,53,14,,12,,5,18,,5,1,10,10,,,25,,1,,,8,3730,3730,3730,,,,1838,
139959,University of Georgia,130,GA,13,1,25,5414,17,1,1,4,23,11,7,1,12,57,4851,,,18,2,2,2,9,19,,31,4,5,2,3,4,,2,,,19,,10,69,,13,1,,12,,31,,42,77,,,46,1,3,2,,,1562,2496,2496,,,,1157,
225511,University of Houston,111,TX,48,1,41,3617,2,1,1,1,3,3,,1,,2,1,,,10,,2,3,1,5,1,,1,4,4,2,4,,,2,,4,,5,3,,,3,,4,,,,5,3527,1,1,1,4,,5,,,3874,5122,5122,,,,6548,
145637,University of Illinois Urbana-Champaign,107,IL,17,1,20,6285,3,1,3,2,114,7,9,,,22,19,1,2,5587,14,9,10,11,1,1,23,27,17,18,1,35,,6,4,2,74,1,27,7,,32,2,3,19,1,2,3,14,35,1,1,24,9,,21,,60,2510,,,,,,715,
151263,University of Indianapolis,144,IN,18,2,39,825,,,,,4,,1,,,2,,1,,33,743,2,,3,,,,,2,1,,3,,,,2,,,,1,,19,,,1,,,,2,3,,,,,1,1,,,3108,6150,3828,,,,1172,
153658,University of Iowa,107,IA,19,1,19,4082,2,1,3,2,26,8,4,1,1,10,7,,1,1528,9,2062,9,,1,1,9,7,17,155,,24,,14,1,2,8,2,4,,1,25,2,2,5,,,4,1,26,,,5,4,,88,,,3515,3515,3126,,,,1785,
155317,University of Kansas,108,KS,20,1,22,3494,5,1,11,9,61,99,3,,1,8,7,5,2,181,1,22,2447,1,,1,9,9,6,103,2,220,,47,7,1,6,3,5,,,10,34,3,9,1,,2,4,111,1,1,12,2,,19,,2,4294,4294,4294,,,,2095,
157085,University of Kentucky,130,KY,21,1,24,4075,7,,3,2,17,2,8,3,,16,42,1,,191,98,1,1,3009,4,1,25,10,30,6,3,10,,1,2,3,12,2,15,22,1,339,2,1,37,1,5,,52,23,1,2,29,3,18,12,,2,2240,2240,2240,,,,1956,
160658,University of Louisiana at Lafayette,134,LA,22,1,35,2934,3,1,1,2,1,2,2,1,,4,6,,,2,3,,,,2798,,,2,1,2,14,2,,,,,,,,1,,6,1,,2,,,,2,67,,,3,2,1,1,,1,3130,3792,3792,,,,2644,
159993,University of Louisiana at Monroe,134,LA,22,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870,,,,,,1317,
200217,University of Mary,155,ND,38,2,29,371,,2,8,,7,2,,,,3,,1,3,1,,,,,,,,,,25,,,40,1,3,,,,,,234,,,,,,,19,1,6,,,,3,,7,5,,2100,,,,,,513,
163286,University of Maryland-College Park,102,MD,24,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3024,3824,3824,,,,1803,
220862,University of Memphis,111,TN,47,1,52,2559,9,,1,19,4,2,,,1,14,9,,,11,3,,3,3,3,,3,1,2,,102,7,,1,1,,,,2,1,,9,1,,1,,,,2324,14,,,3,1,,1,,3,4746,4746,4746,,,,5383,
170976,University of Michigan-Ann Arbor,107,MI,26,1,16,5998,2,1,13,5,310,32,85,2,23,80,44,6,4,347,22,6,5,7,4,1,105,77,3772,34,1,17,,8,4,12,189,3,395,12,2,134,4,3,83,4,7,3,9,40,5,1,30,28,2,14,1,,2054,2054,4072,,,,563,
174075,University of Minnesota-Crookston,155,MN,27,1,21,266,,,,,4,1,,,,1,2,,,3,2,,1,,,,,1,1,183,1,1,1,1,,,2,,,,22,,1,,1,,1,3,,1,,,1,,,16,,15,2246,2246,2246,,,,491,
174233,University of Minnesota-Duluth,155,MN,27,1,25,2095,,2,1,1,3,1,,,,1,,,,9,1,6,,,,,,1,4,1830,,,,3,,,,,,,12,,,,,,,9,,1,,1,,1,,204,,4,2304,2304,2304,,,,489,
174066,University of Minnesota-Twin Cities,107,MN,27,1,23,5057,2,7,6,2,42,15,3,,,10,3,4,3,238,3,53,12,1,1,,6,3,19,3395,,39,,21,2,3,7,3,8,2,61,8,2,2,15,1,2,78,4,22,1,,11,8,2,893,,34,2194,2194,2194,,,,4303,
176017,University of Mississippi,130,MS,28,1,31,3554,128,,2,33,59,12,8,1,4,99,287,,1,80,26,2,8,35,81,2,35,11,7,3,1596,125,,1,4,1,25,,13,73,,17,14,,17,5,24,1,270,344,,1,75,5,1,9,,9,4472,4472,4472,,,,1863,
178396,University of Missouri-Columbia,108,MO,29,1,23,6053,4,1,9,16,49,31,3,,2,20,15,1,,1091,19,28,106,5,2,1,8,6,14,57,2,4178,5,22,2,1,16,,9,11,2,24,21,6,10,1,4,2,7,178,,,16,7,1,40,,,3156,,,,,,1110,
181215,University of Nebraska at Kearney,159,NE,31,1,36,1000,,,3,,6,34,,,,1,,,,1,1,5,14,,,,,,,,,3,,916,1,,,,,,2,,1,,,,,1,,5,,,,,,,3,3,3368,3368,3368,,,,592,
181464,University of Nebraska-Lincoln,107,NE,31,1,23,4030,3,3,15,4,35,57,2,,1,6,8,2,1,71,3,58,51,1,1,,4,3,6,80,,47,,3284,6,,6,1,4,3,10,8,1,2,7,,2,81,2,59,1,,9,3,,22,8,49,3422,3422,3422,,,,1257,
182281,University of Nevada-Las Vegas,203,NV,32,1,34,2869,1,5,23,2,169,20,3,,,5,4,57,4,16,2,,2,,1,,1,4,3,5,,3,7,3,2386,,1,3,9,1,2,5,1,12,2,,1,,1,15,9,,4,23,,4,,50,3076,4486,4486,,,,6119,
182290,University of Nevada-Reno,137,NV,32,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4666,6108,5680,,,,2433,
129941,University of New Haven,153,CT,9,2,28,1239,,2,,,16,3,394,8,2,7,2,1,2,3,1,,,,1,18,23,126,1,2,,2,,,1,19,176,,311,,1,4,,2,45,39,1,,,4,,13,3,4,,2,,,1400,4500,4500,,,,428,
187985,University of New Mexico-Main Campus,203,NM,35,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3572,4774,3572,,,,6356,
199139,University of North Carolina at Charlotte,-2,NC,37,1,41,3101,,,1,,8,3,11,1,4,7,16,,,3,5,,1,2,,1,34,22,3,1,1,1,,,,4,42,,38,2784,,7,,1,19,3,15,1,3,4,,2,29,1,1,4,,18,2520,3685,2875,,,,4098,
199281,University of North Carolina at Pembroke,141,NC,37,1,54,1023,,,,1,2,,,,2,2,3,1,,,,,,,,,6,3,,,,,,,,,4,,4,982,,,,,,,2,,,,,,3,,,,,8,3425,3515,3515,,,,1594,
227216,University of North Texas,134,TX,48,1,36,3849,1,,3,2,15,10,,,,6,1,,,8,1,1,3,1,4,,3,1,4,5,,4,,2,,,2,2,5,1,2,4,10,4,3,2,,2,3,3724,,,1,5,,3,,1,2896,,,,,,6876,
152080,University of Notre Dame,113,IN,18,2,12,1935,6,2,21,4,136,25,35,3,1,89,36,13,3,280,138,19,18,20,15,5,41,52,92,61,4,32,6,15,5,6,98,5,133,21,1,130,10,10,81,6,5,9,26,98,3,,42,24,,46,1,3,1500,,,,,,16,
207500,University of Oklahoma-Norman Campus,108,OK,40,1,26,4053,3,5,6,13,36,44,5,2,6,7,13,1,3,26,6,8,49,2,5,2,7,4,14,2,1,31,4,5,8,3,7,11,3,1,1,10,2446,4,8,,3,4,7,1066,4,,5,10,2,8,2,130,5065,5065,5065,,,,2342,
209551,University of Oregon,127,OR,41,1,26,3879,1,17,30,,1095,81,4,1,2,6,7,61,25,28,4,3,6,,2,1,7,3,4,13,,2,9,3,55,,5,8,5,4,1,5,1,2117,8,1,3,1,3,22,17,2,6,189,,6,2,3,2412,2412,2412,,,,1771,
219383,University of Sioux Falls,155,SD,46,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3270,3635,2435,,,,211,
102094,University of South Alabama,134,AL,1,1,37,1896,1565,,,1,3,5,,2,,113,10,1,,2,,,,,11,,3,,2,1,142,2,,,,1,2,,3,3,,3,,1,2,,1,,4,7,,,5,,1,,,,3762,3762,3762,,,,3008,
218663,University of South Carolina-Columbia,130,SC,45,1,24,4590,2,,1,2,24,8,36,16,,33,180,,,44,13,1,3,32,7,3,218,84,22,4,3,7,,3,1,11,146,,57,413,,118,,,123,3,2631,,37,35,,1,245,3,5,7,1,7,3920,,,,,,1720,
137351,University of South Florida,104,FL,12,1,43,3193,3,,,1,4,1,12,2,,2917,19,2,,11,6,1,1,,1,4,9,9,8,6,,2,,,3,4,28,1,36,7,1,7,2,1,25,2,2,,3,13,,3,7,2,2,5,,20,4100,,,,,,6402,
123961,University of Southern California,127,CA,6,2,23,2458,3,2,37,1,1433,43,21,4,6,54,31,41,3,72,10,8,5,4,11,2,35,40,14,20,1,14,,5,34,1,47,3,78,16,1,12,4,54,18,1,5,1,10,113,9,2,22,89,,14,1,3,1480,1480,3540,,,,768,
176372,University of Southern Mississippi,111,MS,28,1,48,1719,131,2,,2,6,2,,1,,41,26,1,,12,1,1,1,1,192,,,1,1,2,1235,2,,1,,,,,2,2,,2,,,4,,1,,22,14,1,,6,,,3,,,4558,5558,5558,,,,3362,
206084,University of Toledo,119,OH,39,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3327,4380,4380,,,,2933,
207971,University of Tulsa,111,OK,40,2,18,504,,1,,18,10,10,1,,,5,1,,1,6,1,2,30,1,1,,,,,,1,48,,4,,,,9,1,2,,,263,,2,,,,,84,,,,,,,,2,4524,4524,4524,,,,203,
230764,University of Utah,127,UT,49,1,32,2917,2,7,15,2,121,34,5,,,5,6,6,76,13,4,5,2,1,3,4,9,14,15,17,,3,10,4,40,4,3,9,14,6,2,7,,24,14,2,1,5,2,35,2308,2,3,24,,11,17,1,6904,6904,4402,,,,8242,
236948,University of Washington-Seattle Campus,127,WA,53,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2679,2679,2679,,,,3445,
101587,University of West Alabama,146,AL,1,1,62,351,293,,,,,,,,,4,5,,,1,,,,,1,,,,,,37,,,,1,,,,,,,,,,1,,,,1,1,,,,,,,,6,3800,3800,3800,,,,492,
141334,University of West Georgia,146,GA,13,1,49,1975,8,,,,1,,,,,4,1940,1,,3,,,1,,,,,,,,,1,,,,,,,4,1,,,,,1,,1,,3,2,,,3,,,1,,,4012,5807,5254,,,,1615,
240444,University of Wisconsin-Madison,107,WI,55,1,16,5585,,1,8,1,126,12,29,1,12,19,8,,2,674,14,18,6,,3,1,41,24,20,789,,25,3,4,3,3,48,2,101,4,1,23,1,7,23,3,4,5,4,16,6,2,16,4,1,3467,,,3920,3090,2690,,,,1862,
240727,University of Wyoming,203,WY,56,1,24,1503,,10,10,,34,346,2,,,7,5,,4,16,1,8,5,1,,,3,1,3,7,,6,10,34,5,,7,,6,1,1,6,,3,6,,,20,1,26,9,,10,20,,7,816,46,3090,,,,,,2387,
154493,Upper Iowa University,155,IA,19,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2400,2400,,,,3464,
