UnitID,Institution Name,NCAA/NAIA conference number football (IC2018),State abbreviation (HD2018),FIPS state code (HD2018),Sector of institution (HD2018),Percent of undergraduate students awarded Pell grants (SFA1819),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  US total),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Alabama),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Alaska),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Arizona),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Arkansas),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  California),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Colorado),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Connecticut),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Delaware),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  District of Columbia),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Florida),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Georgia),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Hawaii),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Idaho),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Illinois),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Indiana),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Iowa),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Kansas),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Kentucky),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Louisiana),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Maine),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Maryland),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Massachusetts),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Michigan),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Minnesota),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Mississippi),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Missouri),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Montana),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Nebraska),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Nevada),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  New Hampshire),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  New Jersey),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  New Mexico),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  New York),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  North Carolina),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  North Dakota),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Ohio),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Oklahoma),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Oregon),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Pennsylvania),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Rhode Island),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  South Carolina),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  South Dakota),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Tennessee),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Texas),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Utah),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Vermont),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Virginia),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Washington),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  West Virginia),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Wisconsin),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  Wyoming),First-time degree/certificate-seeking undergraduate students (EF2018C_RV  State unknown),On campus  other expenses 2018-19 (IC2018_AY),Off campus (not with family)  other expenses 2018-19 (IC2018_AY),Off campus (with family)  other expenses 2018-19 (IC2018_AY),On campus  other expenses 2018-19 (IC2018_PY),Off campus (not with family)  other expenses 2018-19 (IC2018_PY),Off campus (with family)  other expenses 2018-19 (IC2018_PY),Grand total (EF2018B_RV  Undergraduate  Age 25 and over total),
126182,Adams State University,159,CO,8,1,44,402,,,11,,11,276,,,,,1,3,5,2,1,,2,,1,,1,1,,,,1,,,3,,1,44,1,,,,1,3,1,,,,1,25,3,,,1,,,2,,3024,3024,3024,,,,509,
138716,Albany State University,161,GA,13,1,62,1625,11,,,,1,,,,1,65,1515,,,4,,,,,2,,3,,1,,1,,,,,,3,,2,1,,1,,,2,,7,,1,,,,3,,,1,,,3270,4190,4190,,,,1281,
237118,Alderson Broaddus University,371,WV,54,2,52,249,,,,,1,,,3,,12,3,,,3,1,,1,2,,,27,,2,,,,,,,,4,,6,3,,34,,1,23,,1,,3,4,,,39,,76,,,,2882,3532,3532,,,,55,
217624,Allen University,369,SC,45,2,85,266,7,,1,,3,,,,,5,65,,,,,,,,,,2,,1,,,,,,,,,,1,5,,2,,,,,173,,,,,,1,,,,,,2000,2000,3200,,,,,
164447,American International College,153,MA,25,2,50,325,,,,,8,2,42,,,2,,2,,,,,,,,3,2,206,,,,,,,,1,23,1,21,3,,,,,2,4,,,,1,1,,1,,,,,,1700,3460,3460,,,,217,
222831,Angelo State University,147,TX,48,1,32,1495,2,,1,,1,4,1,,,7,,,,,,,,,,,1,,1,3,,,,,1,,,3,,1,,,2,,2,1,,,1,1460,,,,1,,2,,,3280,3280,3280,,,,590,
197869,Appalachian State University,134,NC,37,1,29,3432,11,,,1,,3,4,1,,31,50,,,7,2,,1,2,2,2,17,3,1,2,,3,,,,2,9,1,6,3125,,9,1,,15,2,39,,32,8,,,37,,,2,,1,2582,3232,2832,,,,1165,
104151,Arizona State University Campus Immersion,127,AZ,4,1,29,8355,4,15,5397,6,896,141,21,3,1,36,28,33,19,243,38,30,29,16,7,4,37,38,49,97,3,54,14,26,60,13,67,61,66,26,7,58,2,50,77,7,6,15,11,201,20,4,49,168,1,85,7,9,3430,4412,4412,,,,4053,
106458,Arkansas State University,134,AR,5,1,40,1515,3,,1,1250,5,2,2,,1,13,6,,1,14,1,,4,1,4,,1,,,2,13,104,,,,,,,2,3,,1,10,1,1,,,,46,19,2,,,1,,1,,,4171,5242,5242,,,,1700,
106467,Arkansas Tech University,367,AR,5,1,36,1691,1,,1,1610,2,1,,,,,2,,,,,,,,11,,,,,,2,11,,1,,,,,,,,,14,,1,,,,5,28,,,1,,,,,,2331,3991,3991,,,,1703,
201104,Ashland University,144,OH,39,2,27,586,1,,2,,3,3,2,1,,,2,,,1,5,,,1,,,1,,12,1,,,,,1,1,2,,2,1,,531,,,9,,,,,3,,,1,,,,,,2596,3728,3728,,,,,
164562,Assumption University,153,MA,25,2,18,544,,,,,2,1,56,3,,4,,,,,,,,,,14,4,356,,,,,,,,29,13,,24,1,,,1,,3,32,,,,,,1,,,,,,,1800,1800,1800,,,,,
100858,Auburn University,130,AL,1,1,15,4735,2756,,6,8,34,20,15,2,1,270,706,3,,52,13,,2,29,27,,46,14,9,4,18,11,2,,1,5,56,1,32,78,,13,4,1,32,3,43,,156,182,,2,64,5,1,8,,,5782,5782,5782,,,,1022,
219000,Augustana University,155,SD,46,2,19,419,,,1,,3,7,,,,2,,,,5,,26,,,,,,1,1,119,,,3,26,1,,,,,,5,,,,,,1,202,,2,,,1,1,,8,4,,4716,5972,4716,,,,63,
150136,Ball State University,119,IN,18,1,34,3728,1,,,1,4,3,1,1,,11,9,,,202,3138,1,4,6,1,,3,,52,6,,25,,,,1,2,,2,4,,182,,1,3,1,1,,4,7,,,5,,1,21,,24,3066,3066,4486,,,,920,
197911,Barton College,-2,NC,37,2,45,266,,,,,2,,,1,,11,10,,,3,1,,1,1,,,8,1,,2,,,,,,1,2,,4,178,,2,,,5,,1,,2,2,,,26,,1,1,,,4400,4400,4400,,,,147,
223232,Baylor University,108,TX,48,2,19,3247,15,2,43,39,257,91,7,2,,39,34,10,4,71,7,10,21,7,55,1,14,19,16,39,14,49,3,7,9,5,27,8,11,20,,11,49,15,23,5,7,1,30,2069,5,2,24,35,,14,,1,3160,3786,3506,,,,264,
173124,Bemidji State University,155,MN,27,1,31,744,1,2,4,,1,2,1,,,2,1,,,6,1,1,1,,,,,,,656,,1,1,1,,,,,1,,24,2,,1,,,,1,,,,,,,,31,1,1,3000,3000,3000,,,,,
217721,Benedict College,161,SC,45,2,82,696,8,,1,,11,1,2,1,10,18,120,,,23,3,,1,1,1,,16,,23,,,1,,,14,,4,,4,24,,6,,,3,,383,,3,3,,,10,1,,,,,4200,4200,4200,,,,159,
164739,Bentley University,153,MA,25,2,14,813,,,3,,24,4,99,1,,19,2,3,,3,2,1,,,,31,2,321,1,8,,1,,1,2,42,65,,119,2,,4,2,3,8,13,,,1,5,,14,1,2,,4,,,1220,1220,5790,,,,67,
219046,Black Hills State University,159,SD,46,1,26,490,,2,3,,5,17,,,,3,,,,2,,2,,,1,,,,,7,,1,9,25,2,,,,1,,22,,,1,,,,337,1,4,,1,,1,,1,35,7,4300,4300,4300,,,,793,
211158,Bloomsburg University of Pennsylvania,158,PA,42,1,32,1847,,,,,2,,3,6,,,,1,,,1,,,,,,11,2,,,,1,,,,,82,,33,1,,2,,,1698,,,,1,,,,2,,,1,,,3208,3208,3208,,,,471,
237215,Bluefield State College,-2,WV,54,1,55,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,3,,,,24,,170,,,,,4000,4000,,,,377,
142115,Boise State University,203,ID,16,1,23,2844,,35,19,1,635,35,,,,4,3,11,1567,6,,2,,1,,,,2,1,3,,,23,,52,,,3,1,,2,1,1,97,1,,1,4,1,19,15,,4,284,,3,6,1,3490,4230,2862,,,,4453,
162007,Bowie State University,140,MD,24,1,51,906,,,,,3,,1,5,45,3,4,,,2,1,,,,1,,792,3,1,,,,,,,,8,,15,2,1,,,,4,1,,,,,,,10,,,,,4,1600,1600,1600,,,,,
201441,Bowling Green State University-Main Campus,119,OH,39,1,27,3222,2,1,,,6,4,1,,1,8,2,1,2,36,15,,,2,,,5,6,151,2,,4,,,,1,7,,24,,1,2870,1,,42,,2,,4,3,,,7,1,2,5,1,2,3732,4970,4684,,,,982,
110556,California State University-Fresno,203,CA,6,1,59,3531,,,1,,3512,1,,,,2,,,,1,1,,,,,,1,,1,,,,,1,,,1,,,,,,,1,,,,1,,1,1,,1,3,,1,,,2326,2732,2588,,,,3362,
211361,California University of Pennsylvania,158,PA,42,1,42,1002,,1,,,3,1,,,,3,1,1,1,1,,,,,,,9,1,,,1,,,1,,,4,,2,2,,13,,,947,,,,,,,,6,,4,,,,4350,4350,6250,,,,1209,
219806,Carson-Newman University,160,TN,47,2,45,473,2,,,,2,1,,,,14,23,,,1,1,,,7,,,,,,,,,,,,,1,,1,11,,2,1,1,1,,10,,380,1,,,12,,1,,,,3010,3108,3108,,,,107,
198215,Catawba College,160,NC,37,2,40,324,,1,,,,,,1,,17,8,,,,,,,1,1,,8,2,,,,,,,,,4,,,241,,2,,,2,,19,,3,1,,,13,,,,,,3434,3434,3434,,,,,
169248,Central Michigan University,119,MI,26,1,34,2707,,,,,5,,,,,7,5,1,1,166,17,1,1,3,,1,3,1,2437,3,2,4,1,1,,1,3,1,4,1,,14,,,5,,1,,1,8,,,1,1,,6,,,853,853,853,,,,1925,
201690,Central State University,161,OH,39,1,80,752,3,,,,4,,1,,12,2,1,,,119,38,,,,,,1,,157,,,1,,1,,,3,,5,,,370,,,8,,,,,2,,,1,,,23,,,1500,2400,2400,,,,,
234827,Central Washington University,213,WA,53,1,35,2053,,,4,24,33,3,,,,1,1,20,13,,,,,,,,1,,,1,,,1,,5,,1,1,,,,,1,17,,,,,,8,,,1,1912,,,3,2,3012,3012,3012,,,,2176,
180948,Chadron State College,159,NE,31,1,37,362,2,2,5,,7,58,,,,3,4,,1,,,,,,,,,2,,1,,3,,188,1,,,,,,,1,1,,,,,38,1,,4,,,,,,39,1,5032,5032,2040,,,,443,
198303,Chowan University,140,NC,37,2,75,406,,,,,2,,,3,2,10,5,,,,1,,1,1,,,23,,3,,,,,,,,5,,2,234,,1,,,,,12,,,5,,,95,,1,,,,1690,1690,1690,,,,66,
211644,Clarion University of Pennsylvania,158,PA,42,1,39,725,,,,,1,,1,,,7,,,,,1,,,,,,12,,1,,,,,,,,3,,6,1,,12,,,665,,,,1,3,,,8,,1,2,,,3270,3270,4470,,,,793,
138947,Clark Atlanta University,161,GA,13,2,68,912,20,,,6,63,1,11,3,14,43,220,,,89,11,,2,10,17,,48,6,21,2,7,16,,,8,,33,,66,19,,31,1,,35,1,21,,28,33,,,15,5,,6,,,3312,,,,,,,
218724,Coastal Carolina University,134,SC,45,1,34,2297,4,,2,4,4,4,62,9,1,16,38,,,29,10,3,1,11,3,7,156,93,13,9,1,3,1,3,2,20,140,2,104,107,1,42,,2,156,8,1032,,17,10,,4,141,,9,10,,3,3290,3720,3708,,,,606,
127556,Colorado Mesa University,159,CO,8,1,34,2055,,14,16,1,52,1742,3,,,2,2,26,3,12,1,4,4,1,1,,3,4,6,7,1,2,2,6,15,,2,8,5,1,,3,7,7,5,1,,2,2,28,15,1,1,17,,11,9,,3030,3030,2876,,,,1701,
126775,Colorado School of Mines,159,CO,8,1,15,1134,1,8,21,4,79,582,2,,1,6,7,5,11,30,5,4,16,1,6,,6,7,5,13,1,8,1,12,6,3,10,9,1,3,1,15,13,17,7,1,1,2,5,135,8,4,12,28,1,7,2,1,1865,2615,2505,,,,300,
128106,Colorado State University Pueblo,159,CO,8,1,39,676,,1,13,1,23,545,,,,6,,2,2,3,2,,3,,,,1,,,,,1,1,1,3,,1,19,1,2,,1,,2,,,,1,,35,3,,,3,,,,,4602,4602,4448,,,,973,
126818,Colorado State University-Fort Collins,203,CO,8,1,23,5293,4,19,45,7,387,3769,20,1,1,31,22,21,9,164,12,7,24,1,10,4,11,24,21,57,2,20,5,18,20,12,15,33,16,14,6,12,17,26,25,,2,14,11,190,11,8,34,66,1,27,12,5,1360,1360,1360,,,,2743,
237330,Concord University,370,WV,54,1,49,409,,,,,,,,,1,13,1,,,,1,,,1,,,8,,,,,,,,,,1,,1,19,,4,,,3,1,2,,1,,,,44,,308,,,,2944,2944,2944,,,,210,
173328,Concordia University-Saint Paul,155,MN,27,2,38,236,,,,,3,,,,,4,,,,5,1,2,1,,,,,,1,193,,,1,,,,,,1,,1,,,,,,,1,,5,1,,1,,,15,,,2000,2000,2000,,,,1315,
169479,Davenport University,144,MI,26,2,39,641,,,1,1,,1,,,,1,4,,,5,6,,,,,,1,,603,1,,,1,,,,,1,,,,6,1,1,1,,,,,2,,1,2,,,1,,,2318,3452,3452,,,,,
175616,Delta State University,146,MS,28,1,34,277,19,,,3,,1,,,,6,8,,,3,1,,,,10,,,,1,,195,1,,,,,,,,1,,,,,,,1,,19,6,,,1,,,1,,,3600,4500,3800,,,,367,
198464,East Carolina University,372,NC,37,1,34,4162,,,,,3,,22,14,1,12,2,,,4,4,1,,,,1,74,11,,1,,1,,,1,2,74,,26,3661,,3,1,,37,1,14,,2,4,,,147,,,2,,36,2698,2698,9428,,,,3450,
207041,East Central University,367,OK,40,1,43,445,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,402,,,,,,,38,,,,,,,,,3034,7352,4630,,,,528,
212115,East Stroudsburg University of Pennsylvania,158,PA,42,1,41,1134,,,,,1,,1,5,1,,,,,,,,,,,1,7,1,1,1,,,,,,,155,,40,1,,2,,,913,,,,,2,,,1,,,1,,,2338,3252,3238,,,,535,
169798,Eastern Michigan University,119,MI,26,1,39,2365,,,2,,3,,,,,7,1,1,,40,9,2,1,1,,,3,2,2014,1,,1,,,2,,2,1,3,,,246,,,14,,,,1,4,,,1,1,,1,,1,2440,3152,4060,,,,3543,
187648,Eastern New Mexico University-Main Campus,147,NM,35,1,31,547,,6,5,,3,2,,,,3,,,,3,,,,,,,1,1,,,,,1,1,,,,409,,,,1,1,1,,,,1,,105,,,,,2,1,,,4498,4498,3665,,,,1350,
212160,Edinboro University of Pennsylvania,158,PA,42,1,43,594,,,,,1,,,,,,,,,,,,,,,1,2,,,,,,,,,,2,,24,3,,25,,,535,,,,,,,,,,1,,,,2550,2550,2900,,,,463,
133526,Edward Waters College,315,FL,12,2,28,287,1,,,,,,,,,259,17,,,1,,,,1,,,1,,,1,,,,,,,,,2,,,1,,,,,1,,1,,,,1,,,,,,4276,4276,4276,,,,,
198507,Elizabeth City State University,140,NC,37,1,65,417,,,,,1,,1,3,1,4,1,,,1,,,,,,,15,,1,,,,,,,,5,,1,299,,2,,,,,1,,,1,,,63,,,,,17,1350,1350,1350,,,,311,
232025,Emory & Henry College,192,VA,51,2,44,267,1,,,1,,1,,,,3,2,1,,2,,,1,3,1,,4,1,,,,,,,,,2,,6,43,,2,,,3,1,2,,30,1,,,151,1,4,,,,2400,2800,2800,,,,17,
155025,Emporia State University,148,KS,20,1,35,658,,,,1,,3,,,,1,,,,2,,,602,,,,,,,,,24,,3,,,,,,,,,15,2,,,,,,3,,,,,,2,,,3420,3420,3420,,,,417,
217998,Erskine College,-2,SC,45,2,34,163,,,1,,1,,1,,,10,10,1,,1,,,,,,,,1,,,,1,,,,,1,,,15,,,1,,,,110,,1,7,,,1,,,,,,3900,1400,11800,,,,5,
237367,Fairmont State University,370,WV,54,1,42,817,1,,,,,,1,,,2,2,,,,,,,,,,23,,2,,,2,,,,,,,2,4,,13,,,15,,,,1,2,,,20,,727,,,,2000,2000,2500,,,,696,
198543,Fayetteville State University,140,NC,37,1,56,615,,,,,1,1,,,2,,3,,,1,,,,,,,3,,2,,,,,,,,1,,,570,,,,,1,,4,,,,,,4,,,,,22,2426,2426,2426,,,,2265,
169910,Ferris State University,144,MI,26,1,36,1864,,,1,,3,2,2,1,,8,,1,,38,12,2,,1,,,1,1,1753,3,1,1,,,,,2,,,3,1,10,,,2,,1,,1,3,,,1,1,1,7,,,672,1572,1672,,,,2477,
133669,Florida Atlantic University,111,FL,12,1,39,3128,4,,,1,5,4,20,2,,2776,15,,,9,1,1,2,3,,4,17,18,1,3,1,2,,,1,1,64,,64,12,,20,,,40,4,6,,3,9,,1,9,1,,4,,,6300,7416,7416,,,,,
133951,Florida International University,111,FL,12,1,48,3894,,,2,,2,2,2,,1,3724,9,,,5,3,,,,1,1,9,6,2,2,,2,,,1,1,12,,11,8,,5,1,,6,,2,,5,9,1,,4,,,2,,53,4718,5590,7718,,,,,
155061,Fort Hays State University,148,KS,20,1,27,989,1,,3,1,3,71,1,,,9,4,,1,5,,,787,1,2,1,,,1,1,1,14,1,41,1,,,,2,,,4,6,,7,,1,1,,15,,,,,,2,,1,3804,3804,1934,,,,3751,
127185,Fort Lewis College,159,CO,8,1,36,746,4,42,74,4,24,324,,,,,2,1,2,8,2,1,1,,,,2,1,1,4,1,4,2,3,1,1,1,134,2,2,1,,40,3,3,,,6,,31,7,,2,4,,1,,,3618,3618,2640,,,,451,
139719,Fort Valley State University,161,GA,13,1,75,480,2,,,,,,,,1,21,439,,,,,,,,,,2,,1,1,,,,,,,2,,2,1,,,1,,,,1,,3,1,,,1,,,1,,,5000,500,500,,,,301,
182795,Franklin Pierce University,342,NH,33,2,31,457,,,1,,7,2,48,,,6,2,1,,,,,,,1,19,4,179,1,1,,,1,,,100,8,1,34,,,2,,,1,16,,,,6,1,15,,,,,,,2200,3200,3200,,,,,
162584,Frostburg State University,187,MD,24,1,36,728,,,,,,,,5,9,,,,,,,,,,,,665,,,,,,,,,,3,,2,1,,,,,17,,,,1,,,,25,,,,,,3056,3056,4556,,,,676,
212601,Gannon University,158,PA,42,2,27,704,,,,,5,1,3,,1,1,,1,,3,,,,,,,13,2,5,1,,,,,,1,8,,92,,,47,,,508,,,,,4,,,6,,1,1,,,2582,2582,2582,,,,194,
139931,Georgia Southern University,134,GA,13,1,37,4288,5,1,1,,7,2,2,,1,85,4049,1,,9,2,1,1,,1,2,2,5,4,3,,3,1,,,1,3,,10,12,,5,1,,3,,37,,3,9,,,12,,2,,,2,5808,6208,6208,,,,2906,
139940,Georgia State University,134,GA,13,1,50,4785,24,4,7,3,66,13,12,5,6,95,4008,2,1,44,10,4,2,2,13,,23,11,16,4,6,11,,2,3,2,52,2,110,40,2,20,7,2,23,,30,,22,32,,1,19,7,,7,,10,910,2090,2090,,,,4838,
237385,Glenville State College,370,WV,54,1,46,325,,,,,,,,,8,8,3,,,,,,,2,,,7,,,,,1,,,,,1,,,3,,6,,1,3,,1,,,,,,23,,255,2,,1,4464,4464,4369,,,,,
170082,Grand Valley State University,144,MI,26,1,30,4278,1,,2,,5,2,,,,3,1,,,298,57,,1,1,1,,4,1,3837,,,1,,,2,1,,,7,,,32,1,1,2,1,1,,,,,,1,2,1,11,,,2400,2400,2400,,,,1588,
107044,Harding University,367,AR,5,2,23,822,36,2,,232,11,10,1,,,24,13,,1,11,5,1,3,5,16,,1,,4,4,8,34,1,1,,1,1,2,6,8,1,20,29,1,4,,3,1,133,160,,,8,9,5,6,,,2622,2622,2622,,,,,
107071,Henderson State University,367,AR,5,1,51,842,1,,1,700,1,,,,,4,1,2,,,,,1,1,14,,1,,,,,4,,,1,,,,,,,,4,1,,,,,4,100,,,,,,,1,,3700,5000,4600,,,,352,
170286,Hillsdale College,371,MI,26,2,0,337,2,1,7,,20,12,1,,1,4,5,3,4,17,19,1,2,4,2,2,3,1,86,7,1,6,1,6,,2,2,2,3,1,,46,1,3,3,,2,,5,10,1,,8,12,1,14,1,2,2000,2000,2000,,,,,
213020,Indiana University of Pennsylvania-Main Campus,158,PA,42,1,37,2111,,,,,2,1,2,3,,1,,,,,,,,,1,,31,,,,,,,,1,,14,,11,1,,19,,,2002,,,,,4,,,17,,1,,,,2074,2074,3074,,,,707,
151351,Indiana University-Bloomington,107,IN,18,1,19,7517,6,,10,5,272,35,55,2,3,82,52,1,2,896,4655,3,11,52,2,1,72,64,108,37,,92,,4,4,4,248,1,188,24,1,151,8,4,79,,4,2,43,77,3,,57,17,2,37,1,40,2702,2702,4318,,,,657,
153603,Iowa State University,108,IA,19,1,21,5836,2,1,15,3,44,29,5,2,1,13,10,2,1,1037,14,3362,31,2,1,,8,10,11,703,1,68,3,83,5,2,7,,12,4,,14,4,5,8,2,2,29,4,74,2,,11,3,,167,,19,2430,2430,2430,,,,,
198756,Johnson C Smith University,140,NC,37,2,74,348,1,,,,5,1,4,3,12,10,8,,,5,1,,,,,,11,3,3,1,,,,,,,11,,14,187,,7,,,4,,45,,,2,,,9,,1,,,,5100,5100,5100,,,,251,
155399,Kansas State University,108,KS,20,1,23,3391,,,2,10,25,56,,1,,11,15,2,1,49,5,12,2744,2,1,,5,,6,11,,208,,72,1,1,4,3,5,2,,1,20,2,7,,1,1,2,78,,1,8,4,1,9,1,1,3994,3994,3814,,,,,
203517,Kent State University at Kent,119,OH,39,1,30,4310,2,,1,,11,4,5,1,4,15,10,,1,44,19,2,2,4,2,2,27,11,32,6,,7,,2,,3,20,1,73,12,,3460,1,,463,,3,,6,3,,3,21,2,5,10,,10,3458,3458,4548,,,,2271,
157058,Kentucky State University,161,KY,21,1,49,301,,,1,,3,,,,,4,5,1,,22,25,1,3,145,1,,2,1,31,,1,6,,,1,,,,1,,,37,,,,,3,,4,1,,,1,1,,,,,998,1937,1937,,,,,
157076,Kentucky Wesleyan College,371,KY,21,2,48,248,3,,,,,,,,,4,7,,,3,28,,,173,1,,,,,,1,1,,,13,,,,,1,,1,,,,,,1,8,2,,,,,,1,,,3640,3640,3640,,,,38,
213349,Kutztown University of Pennsylvania,158,PA,42,1,35,1624,,,,,1,4,3,12,,1,,2,,1,1,,,1,,,10,2,,,1,,,,,1,162,,24,2,,4,,,1385,,,1,1,1,2,,2,,,,,,4170,4170,4170,,,,424,
203580,Lake Erie College,371,OH,39,2,34,185,1,,,,1,,1,,1,16,6,,,2,2,,,,,,1,,14,,,,,,,,1,,4,,,125,,,8,,,,,1,,,1,,,,,,2960,4268,4268,,,,82,
220598,Lane College,161,TN,47,2,86,348,10,,1,14,4,,,,,8,14,,,11,6,,1,,12,,,,10,,3,10,,,,,,,1,,,5,1,,,,2,,217,10,,,,,,8,,,2350,2500,2500,,,,110,
198835,Lenoir-Rhyne University,160,NC,37,2,40,519,1,,,,,,,1,,7,35,,,1,1,,,2,,1,3,,,,,,,,,,2,,2,426,,5,,,1,,19,,2,2,,,6,,2,,,,2850,2850,2850,,,,97,
218238,Limestone University,160,SC,45,2,52,387,2,,2,,3,4,,3,,9,35,,,3,,,,1,1,,9,1,,1,,,,,2,1,6,,7,28,,2,,,5,,231,,3,2,,,6,,1,1,,18,4864,3807,8832,,,,1073,
213598,Lincoln University,140,PA,42,1,65,531,,,1,,2,1,3,20,22,3,5,,,3,,,,1,,,95,1,1,1,,,,,1,,41,,56,2,,5,,,263,,,,,1,,,3,,,,,,3311,4415,4415,,,,199,
177940,Lincoln University,145,MO,29,1,52,409,,,,,1,3,,,,,7,,,64,5,1,6,,1,,,,4,,,288,,5,2,,,,8,1,,2,,,,,,,4,2,,,1,,,4,,,3052,3342,3119,,,,312,
177968,Lindenwood University,148,MO,29,2,34,901,4,2,5,5,21,16,2,,,20,8,5,2,198,11,6,8,3,2,,3,2,5,8,1,465,4,5,4,,2,,1,3,,1,8,3,8,,,,4,33,2,1,2,,,14,1,3,2700,4400,3575,,,,1650,
198862,Livingstone College,140,NC,37,2,84,373,1,,1,,,,1,1,17,24,12,,,,,,,,2,,11,,2,1,,,,,,,6,,3,260,,3,,,,,14,,2,2,,,10,,,,,,2000,3429,2000,,,,,
213613,Lock Haven University,158,PA,42,1,28,693,,,,,,,,,,1,,,,,,,,,,,6,,1,,,,,,,,7,,8,,,1,,,667,,,,1,,,,,,1,,,,4365,5075,5075,,,,289,
159391,Louisiana State University and Agricultural & Mechanical College,130,LA,22,1,22,5756,30,1,8,15,72,18,8,4,2,95,152,5,3,29,7,,2,9,4455,,36,19,6,1,52,15,3,,4,2,23,2,32,26,,14,3,3,19,2,9,1,35,460,2,,50,8,1,9,,4,5420,5420,5420,,,,1079,
159647,Louisiana Tech University,111,LA,22,1,23,2165,3,,4,65,2,1,,,,1,5,1,,1,,1,1,1,1870,,1,,1,,11,2,,,1,,,,,2,,,3,,,,,1,10,172,,,2,,1,2,,,3738,4896,7428,,,,,
198899,Mars Hill University,160,NC,37,2,61,210,,,,,,,,,,,,,,,,,,,,,2,1,,,1,,,,1,,1,1,,172,,,,,1,,21,,1,3,,1,4,,,,,,1900,1800,1800,,,,,
237525,Marshall University,111,WV,54,1,39,1668,,,1,,2,1,1,,4,24,4,,,3,,,,37,2,,19,1,5,,,,,,,,1,,3,7,,170,1,1,10,,3,,4,6,,,26,,1332,,,,2287,3087,6108,,,,1240,
147013,McKendree University,145,IL,17,2,35,341,,4,2,,22,,,,,5,,,,222,6,4,1,1,1,,,,3,2,2,46,,,,,,,1,1,,2,1,,,,,,2,9,,,,,,4,,,2550,3250,3200,,,,496,
213987,Mercyhurst University,158,PA,42,2,29,619,1,,2,,4,1,2,1,,10,,,,6,1,,,,,2,8,2,3,2,,1,,,1,2,3,,173,,1,84,,,293,,2,,,3,,1,5,1,2,2,,,2061,2061,2061,,,,111,
204024,Miami University-Oxford,119,OH,39,1,11,3679,1,,3,,55,33,55,3,11,17,23,1,,337,86,5,5,43,1,1,40,50,86,44,1,53,,3,2,2,50,1,62,17,,2404,1,1,59,1,2,,20,24,,,35,11,4,23,,3,2738,2738,3660,,,,274,
